//<Version>ODV Spreadsheet V4.0</Version>
//<Creator>tremenyi@SCLS-SPN-14234.local</Creator>
//<CreateTime>2012-05-13T08:32:49</CreateTime>
//<Software>Ocean Data View Version 4.3.5 - 2010</Software>
//<Source>/Users/tremenyi/Documents/ODV/data/SAZSENSE/SAZSENSE_TM_20120209.odv</Source>
//<SourceLastModified>2012-05-04T12:51:19</SourceLastModified>
//<DataField>GeneralField</DataField>
//<DataType>GeneralType</DataType>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth	Depth	Al	Co	Ni	Cu	Zn	Cd	Pb	Fe
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	250.280								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	262.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	272.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	282.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	300.608								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	312.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	322.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	332.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	349.251								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	360.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	370.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	380.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	390.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	400.645								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	412.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	422.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	432.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	448.668								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	460.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	470.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	480.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	499.808								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	512.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	524.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	536.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	549.984								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	562.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	574.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	586.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	601.650								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	614.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	628.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	649.207								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	664.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	678.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	700.193								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	716.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	732.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	748.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	764.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	780.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	798.662								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	816.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	834.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	852.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	870.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	901.016								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	920.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	940.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	960.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	980.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1001.739								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1024.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1046.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1068.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1090.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1114.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1138.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1162.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1186.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1212.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1238.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1264.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1290.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1318.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1346.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1374.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1404.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1434.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1464.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1494.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1526.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1558.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1590.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1624.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1658.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1692.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1728.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1764.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1800.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1838.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1876.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1916.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1956.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	1996.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2038.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2080.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2124.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2168.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2214.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2260.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2308.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2356.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2406.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2456.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2508.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2560.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2614.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2668.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2724.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2780.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2838.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2896.000								
au0703	93	B	2007-02-14T03:50:53.000	152.4932	-44.935	4600	2956.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	7.382								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	7.428								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	18.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	28.822								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	28.937								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	44.414								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	44.479								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	58.760								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	58.813								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	78.793								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	78.849								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	98.998								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	99.123								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	110.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	125.075								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	125.278								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	136.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	149.067								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	149.371								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	160.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	175.137								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	175.236								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	186.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	199.026								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	199.634								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	210.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	220.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	230.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	248.381								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	260.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	270.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	280.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	299.344								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	310.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	320.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	330.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	349.186								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	360.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	370.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	380.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	398.908								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	410.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	420.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	430.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	440.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	450.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	460.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	470.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	480.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	490.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	500.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	512.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	524.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	536.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	548.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	560.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	572.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	584.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	596.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	610.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	624.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	638.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	652.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	666.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	680.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	694.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	710.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	726.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	742.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	758.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	774.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	790.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	808.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	826.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	844.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	862.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	880.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	898.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	918.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	938.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	958.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	978.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	998.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1020.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1042.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1064.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1086.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1110.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1134.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1158.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1182.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1208.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1234.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1260.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1286.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1314.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1342.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1370.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1398.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1428.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1458.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1488.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1520.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1552.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1584.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1618.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1652.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1686.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1722.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1758.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1794.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1832.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1870.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1910.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1950.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	1990.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2032.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2074.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2118.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2162.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2208.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2254.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2300.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2348.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2396.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2446.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2496.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2548.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2600.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2654.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2710.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2766.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2824.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2882.000								
au0703	94	B	2007-02-14T07:24:16.000	152.7577	-45.225	4600	2942.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	5.951								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	6.190								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	18.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	28.219								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	28.284								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	44.678								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	44.843								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	59.772								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	59.835								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	78.253								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	78.543								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	99.819								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	99.854								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	110.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	123.339								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	123.345								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	134.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	148.850								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	149.016								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	160.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	174.747								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	175.128								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	186.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	200.912								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	200.963								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	212.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	222.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	232.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	250.694								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	262.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	272.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	282.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	298.613								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	310.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	320.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	330.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	340.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	350.670								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	362.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	372.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	382.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	399.998								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	410.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	420.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	430.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	440.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	450.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	460.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	470.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	480.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	490.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	500.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	512.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	524.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	536.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	548.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	560.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	572.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	584.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	596.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	610.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	624.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	638.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	652.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	666.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	680.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	694.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	710.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	726.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	742.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	758.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	774.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	790.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	808.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	826.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	844.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	862.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	880.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	898.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	918.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	938.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	958.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	978.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	998.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1020.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1042.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1064.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1086.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1110.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1134.000								
au0703	95	B	2007-02-14T10:21:51.000	153.0132	-45.273	4500	1158.000								
